Month,ID,Annual_Income,Monthly_Inhand_Salary,Interest_Rate,Delay_from_due_date,Num_of_Delayed_Payment,Outstanding_Debt,Credit_Utilization_Ratio,Amount_invested_monthly,Monthly_Balance
June,256,125508.36,10559.03,5,14,,505.14,30.84435074,492.8908124,537.7093525
January,257,7495.305,533.60875,28,22,16,2354.21,35.66810712,28.13243641,269.0709223
February,257,7495.305,533.60875,28,22,13,2354.21,25.76213052,0,270.0871244
March,257,7495.305,533.60875,28,22,13,2354.21,22.73141873,17.73912641,269.4642323
April,257,7495.305,533.60875,28,20,13,2354.21,28.15313155,19.15090088,288.0524578
May,257,7495.305,533.60875,28,17,13,2354.21,37.73661774,10000,269.4540116
June,257,7495.305,533.60875,28,25,10,2354.21,26.24606214,21.91516119,265.2881975
January,258,35133.49,2883.790833,8,21,,586.6,27.1416748,56.83254091,435.6536318
February,258,35133.49,2883.790833,8,22,,586.6,36.06031825,101.1365837,411.349589
March,258,35133.49,2883.790833,8,7,12,586.6,31.61112059,23.62323725,458.8629354
April,258,35133.49,2883.790833,8,7,11,586.6,38.00248705,237.1353319,295.3508408
May,258,35133.49,2883.790833,8,7,10,586.6,29.72557604,187.5991649,314.8870077
June,258,35133.49,2883.790833,8,7,10,586.6,39.80631565,77.38869232,415.0974804
January,259,16866.5,1615.541667,19,7,10,1385.89,35.01240654,164.7074492,268.306587
February,259,16866.5,1615.541667,19,7,12,1385.89,37.76437885,105.6042788,307.4097574
March,259,16866.5,1615.541667,19,7,,1385.89,24.83085992,146.0354618,296.9785744
April,259,16866.5,1615.541667,19,7,,1385.89,29.84520075,75.03217052,337.9818657
May,259,16866.5,1615.541667,19,12,10,1385.89,40.31867625,10000,352.5524351
June,259,16866.5,1615.541667,19,16,7,1385.89,24.1217729,196.1866152,246.827421
January,260,18969.19,1849.765833,8,16,9,54.82,32.64698134,200.3277724,274.648811
February,260,18969.19,1849.765833,8,16,10,54.82,23.95026033,10000,402.5706565
March,260,18969.19,1849.765833,8,12,0,54.82,29.56421648,0,410.9503828
April,260,18969.19,1849.765833,8,16,8,54.82,25.29020013,131.7815948,343.1949885
May,260,18969.19,1849.765833,8,16,,54.82,25.16238265,117.2167627,357.7598206
June,260,18969.19,1849.765833,8,14,,54.82,27.20714969,74.64520025,360.3313831
January,261,36154.19,3247.849167,3,19,1,651.85,30.61774942,23.09988104,511.0400084
February,261,36154.19,3247.849167,3,14,-2,651.85,34.07270382,329.0915329,245.0483565
March,261,36154.19,3247.849167,3,19,1,651.85,34.48451532,48.54866226,485.5912272
April,261,36154.19,3247.849167,3,19,1,651.85,26.60085892,33.64055057,500.4993389
May,261,36154.19,3247.849167,3,19,1,651.85,26.09046339,40.99144183,503.1484476
June,261,36154.19,3247.849167,3,19,1,651.85,34.58028462,328.8393943,255.3004951
January,262,51113.85,4356.4875,30,22,,3164.78,26.07919779,228.6586235,262.1462491
February,262,51113.85,4356.4875,30,19,,3164.78,27.85381643,155.0329118,315.7719608
March,262,51113.85,4356.4875,30,16,13,3164.78,24.72580885,126.2129482,344.5919244
April,262,51113.85,4356.4875,30,17,13,3164.78,26.47300205,134.2367842,336.5680884
May,262,51113.85,4356.4875,30,17,16,3164.78,32.38529025,317.8771055,192.9277671
June,262,51113.85,4356.4875,30,17,14,3164.78,24.57222703,165.7241987,335.0806738
January,263,18784.88,1371.406667,26,13,11,2076.13,27.91198292,125.1353255,193.9716699
February,263,18784.88,1371.406667,26,17,13,2076.13,29.19600958,73.1343173,235.9726781
March,263,18784.88,1371.406667,26,17,,2076.13,21.90731963,142.5593224,176.547673
April,263,18784.88,1371.406667,26,16,,2076.13,22.88754371,65.97861342,253.128382
May,263,18784.88,1371.406667,26,12,15,2076.13,39.10034913,57.70125441,231.405741
June,263,18784.88,1371.406667,26,15,15,2076.13,25.48520998,170.6748382,148.4321573
January,264,49889.38,4359.448333,8,12,15,1450.37,29.54595997,0,502.4855239
February,264,49889.38,4359.448333,8,12,0,1450.37,39.05407222,137.8009798,568.1438535
March,264,49889.38,4359.448333,8,12,15,1450.37,26.22790601,131.2459309,564.6989024
April,264,49889.38,4359.448333,8,16,15,1450.37,34.12206636,188.1582751,507.7865582
May,264,49889.38,4359.448333,8,8,,1450.37,37.52358065,379.37526,326.5695733
June,264,49889.38,4359.448333,8,12,,1450.37,32.7356864,223.6576361,492.2871972
January,265,29233.34,2637.111667,17,16,3,96.31,25.93997597,204.3268233,278.669888
February,265,29233.34,2637.111667,17,11,5,96.31,28.36976094,153.9968554,348.999856
March,265,29233.34,2637.111667,17,11,3,96.31,36.09376911,206.7896908,276.2070205
April,265,29233.34,2637.111667,17,11,3,96.31,29.27873867,52.61005016,420.3866612
May,265,29233.34,2637.111667,17,11,6,96.31,30.34585716,142.7304101,350.2663013
June,265,29233.34,2637.111667,17,11,3,96.31,33.0365814,118.1865113,364.8102001
January,266,28922.03,2548.169167,1,11,,1329.59,26.93045049,223.3062364,321.5106802
February,266,28922.03,2548.169167,1,11,,1329.59,34.02710772,138.600204,376.2167126
March,266,28922.03,2548.169167,1,12,5,1329.59,31.98987456,42.85132934,461.9655873
April,266,28922.03,2548.169167,1,12,8,1329.59,36.7202493,96.52669546,408.2902212
May,266,28922.03,2548.169167,1,12,6,1329.59,41.06407471,143.3451576,401.4717591
June,266,28922.03,2548.169167,1,17,8,1329.59,37.56208819,42.29558091,462.5213358
January,267,20742.46,1801.538333,8,12,8,1319.87,36.75915337,85.37550978,324.712211
February,267,20742.46,1801.538333,8,9,8,1319.87,35.45982096,25.27155279,334.816168
March,267,20742.46,1801.538333,8,12,,1319.87,22.5376057,0,315.3699955
April,267,20742.46,1801.538333,8,12,,1319.87,35.60753364,0,316.0208645
May,267,20742.46,1801.538333,8,7,0,1319.87,31.27916835,0,316.0947206
June,267,20742.46,1801.538333,8,9,14,1319.87,28.35400227,68.4970365,311.5906843
January,268,55719.18,4689.265,18,10,14,4090.5,33.56195891,199.3915892,399.0665075
February,268,55719.18,4689.265,18,9,14,4090.5,30.13952413,434.1650528,184.2930439
March,268,55719.18,4689.265,18,9,14,4090.5,38.03986781,220.3450252,398.1130714
April,268,55719.18,4689.265,18,9,14,4090.5,41.72833764,53.96682654,534.4912701
May,268,55719.18,4689.265,18,9,,4090.5,24.38075013,571.2402509,57.21784579
June,268,55719.18,4689.265,18,9,,4090.5,29.94722929,68.49247556,509.9656211
January,269,55558.71,4336.8925,32,18,12,4196.17,30.00077581,226.6443077,256.8552336
February,269,55558.71,4336.8925,32,14,7,4196.17,36.20106595,73.08719571,400.4123456
March,269,55558.71,4336.8925,32,11,10,4196.17,39.99902695,207.5275011,275.9720402
April,269,55558.71,4336.8925,32,15,3478,4196.17,39.30560794,222.0326416,291.4668997
May,269,55558.71,4336.8925,32,14,10,4196.17,31.29356138,58.78560744,414.7139339
June,269,55558.71,4336.8925,32,14,7,4196.17,41.82567772,95.22548586,388.2740554
January,270,33447.42,2859.285,13,11,,1571.52,25.06587591,10000,434.2545795
February,270,33447.42,2859.285,13,14,,1571.52,36.00720204,61.30972523,414.1052075
March,270,33447.42,2859.285,13,40,2420,1571.52,37.25970627,63.47300479,421.9419279
April,270,33447.42,2859.285,13,38,22,1571.52,24.92955522,105.1283631,390.2865696
May,270,33447.42,2859.285,13,36,0,1571.52,25.66437914,0,250.9066502
June,270,33447.42,2859.285,13,42,0,1571.52,36.95952495,69.01001136,396.4049213
January,271,34841.87,3025.489167,1,39,24,142.05,23.63044024,236.453869,302.7289496
February,271,34841.87,3025.489167,1,33,21,142.05,29.41375342,77.54795805,441.6348605
March,271,34841.87,3025.489167,1,38,,142.05,33.54368942,183.4824446,365.700374
April,271,34841.87,3025.489167,1,33,,142.05,38.01174054,208.3775467,350.8052718
May,271,34841.87,3025.489167,1,7,17,142.05,36.74014425,274.5734446,274.609374
June,271,34841.87,3025.489167,1,2,15,142.05,24.39943536,108.5025554,410.6802631
January,272,17655.43,1530.285833,34,7,15,2725.14,30.28596131,10000,275.0642254
February,272,17655.43,1530.285833,34,7,15,2725.14,34.4974091,170.1408171,190.2335475
March,272,17655.43,1530.285833,34,7,15,2725.14,23.97277893,126.5518836,233.8224809
April,272,17655.43,1530.285833,34,7,12,2725.14,31.48274694,174.3487866,186.0255779
May,272,17655.43,1530.285833,34,7,,2725.14,39.46702438,146.7932997,213.5810648
June,272,17655.43,1530.285833,34,7,,2725.14,30.13609702,0,208.4810059
January,273,7103.035,725.9195833,28,27,10,2114.92,35.31531517,77.18090292,255.1055573
February,273,7103.035,725.9195833,28,27,10,2114.92,33.22394558,95.90763915,236.3788211
March,273,7103.035,725.9195833,28,27,10,2114.92,24.69308079,19.66258537,282.6238748
April,273,7103.035,725.9195833,28,27,9,2114.92,23.46337978,31.37375747,290.9127027
May,273,7103.035,725.9195833,28,27,10,2114.92,27.08505219,10000,258.7044586
June,273,7103.035,725.9195833,28,27,9,2114.92,40.69901601,67.23793038,265.0485298
January,274,63101.14,5246.428333,3,26,,64.53,28.07939681,99.87584852,494.2240194
February,274,63101.14,5246.428333,3,24,,64.53,37.6815376,284.8650413,359.2348265
March,274,63101.14,5246.428333,3,3,1,64.53,38.01845258,395.8359189,228.2639489
April,274,63101.14,5246.428333,3,1,1,64.53,25.78668911,291.3998881,332.6999797
May,274,63101.14,5246.428333,3,3,1,64.53,32.81499035,385.9702404,258.1296275
June,274,63101.14,5246.428333,3,3,1,64.53,36.89944546,134.4078929,459.691975
January,275,33453.08,2658.756667,23,3,1,1498.09,23.29680781,202.7599122,312.3559208
February,275,33453.08,2658.756667,23,1,1,1498.09,33.47449638,195.0917482,310.0240848
March,275,33453.08,2658.756667,23,3,,1498.09,26.7973611,211.6521777,313.4636553
April,275,33453.08,2658.756667,23,3,,1498.09,34.05010982,72.01386208,413.1019709
May,275,33453.08,2658.756667,23,5,0,1498.09,38.2315833,51.44424564,433.6715874
June,275,33453.08,2658.756667,23,10,6,1498.09,35.64566376,49.36085235,435.7549806
January,276,83845.7,6958.141667,4,10,6,49.6,41.23738067,168.3306948,660.1023414
February,276,83845.7,6958.141667,4,11,6,49.6,33.47782495,282.4634325,585.9696037
March,276,83845.7,6958.141667,4,10,6,49.6,34.26221952,312.3779546,546.0550817
April,276,83845.7,6958.141667,4,10,6,49.6,38.00136005,400.8593368,457.5736994
May,276,83845.7,6958.141667,4,8,,49.6,27.2598974,246.9704492,621.4625871
June,276,83845.7,6958.141667,4,15,,49.6,38.25109402,10000,630.0704001
January,277,108415,8848.583333,16,4,6,1075.84,33.68198915,64.2920881,983.7086822
February,277,108415,8848.583333,16,9,0,1075.84,33.0534057,178.6439196,869.3568506
March,277,108415,8848.583333,16,6,7,1075.84,36.11455566,889.6997544,208.3010158
April,277,108415,8848.583333,16,9,6,1075.84,31.53656498,87.9243998,960.0763705
May,277,108415,8848.583333,16,9,6,1075.84,35.1894661,286.349475,791.6512953
June,277,108415,8848.583333,16,9,6,1075.84,41.09955058,335.0391632,722.9616071
January,278,32663.41,2879.950833,3,9,,1067.3,32.18554016,39.11311135,433.4766062
February,278,32663.41,2879.950833,3,9,,1067.3,36.87038354,235.7948486,286.794869
March,278,32663.41,2879.950833,3,21,0,1067.3,38.22831563,155.3141708,367.2755468
April,278,32663.41,2879.950833,3,21,13,1067.3,38.75234803,136.5573279,376.0323897
May,278,32663.41,2879.950833,3,21,13,1067.3,24.68167302,188.6988302,323.8908874
June,278,32663.41,2879.950833,3,21,10,1067.3,30.57227379,138.3712613,384.2184563
January,279,132537.24,10831.77,12,21,12,382.04,44.60422041,210.3501254,1052.316725
February,279,132537.24,10831.77,12,21,11,382.04,27.63665027,589.2997913,693.3670589
March,279,132537.24,10831.77,12,19,,382.04,38.30821266,476.2254772,826.441373
April,279,132537.24,10831.77,12,21,,382.04,33.29551126,966.2252443,336.4416059
May,279,132537.24,10831.77,12,54,16,382.04,41.84859964,200.6940012,1071.972849
June,279,132537.24,10831.77,12,54,16,382.04,34.66121669,10000,1176.400285
January,280,17850.56,1391.546667,18,49,14,3380.69,40.5821768,22.45317291,229.4778021
February,280,17850.56,1391.546667,18,57,14,3380.69,29.14436832,127.0464694,174.8845056
March,280,17850.56,1391.546667,18,50,16,3380.69,37.54814707,131.0620748,160.8689002
April,280,17850.56,1391.546667,18,54,16,3380.69,34.20274776,72.05366523,199.8773098
May,280,17850.56,1391.546667,18,54,,3380.69,28.38686797,73.21581342,198.7151616
June,280,17850.56,1391.546667,18,59,,3380.69,32.3512144,181.9309244,120.0000506
January,281,15713.83,1313.485833,23,9,13,2271.53,33.91448311,85.34019888,315.6995752
February,281,15713.83,1313.485833,23,6,18,2271.53,23.64512154,32.92466409,328.11511
March,281,15713.83,1313.485833,23,5,15,2271.53,41.12704546,60.38800088,330.6517732
April,281,15713.83,1313.485833,23,10,16,2271.53,24.39026039,107.9986638,283.0411103
May,281,15713.83,1313.485833,23,10,15,2271.53,30.15490757,103.2465967,297.7931774
June,281,15713.83,1313.485833,23,15,15,2271.53,30.87311341,10000,353.5211359
January,282,62050.89,5386.9075,22,10,,4293.32,27.67344611,0,
February,282,62050.89,5386.9075,22,10,,4293.32,29.46236778,120.3930044,371.3385246
March,282,62050.89,5386.9075,22,14,4,4293.32,33.26211037,360.6017563,151.1297727
April,282,62050.89,5386.9075,22,12,2,4293.32,26.3075933,228.7290538,313.0024752
May,282,62050.89,5386.9075,22,14,4,4293.32,38.91335455,105.3180198,386.4135092
June,282,62050.89,5386.9075,22,14,2,4293.32,32.77245824,337.2042979,174.5272311
January,283,18744.4,1410.033333,29,17,4,4432.68,26.793362,145.2447007,145.8182474
February,283,18744.4,1410.033333,29,11,4,4432.68,36.17556889,125.9641228,155.0988253
March,283,18744.4,1410.033333,29,14,,4432.68,37.20294061,83.71065495,197.3522932
April,283,18744.4,1410.033333,29,14,,4432.68,27.58671365,62.3716437,228.6913044
May,283,18744.4,1410.033333,29,62,17,4432.68,27.21727487,37.87691806,243.1860301
June,283,18744.4,1410.033333,29,62,18,4432.68,33.76278212,179.8566713,111.2062768
January,284,12070.845,1088.90375,8,64,19,759.86,31.39543108,39.99861057,317.5417948
February,284,12070.845,1088.90375,8,62,17,759.86,28.59584786,49.22807948,308.3123259
March,284,12070.845,1088.90375,8,62,17,759.86,28.83078169,75.90196409,291.6384413
April,284,12070.845,1088.90375,8,62,17,759.86,26.03213559,74.52135838,273.019047
May,284,12070.845,1088.90375,8,62,,759.86,22.58810616,114.4028087,253.1375967
June,284,12070.845,1088.90375,8,62,,759.86,31.52864922,103.5663154,253.97409
January,285,38539.57,3438.630833,3,59,16,526.62,27.34780113,277.018349,324.1614552
February,285,38539.57,3438.630833,3,59,15,526.62,30.03999795,285.2820709,325.8977333
March,285,38539.57,3438.630833,3,59,15,526.62,39.48930933,243.2758564,367.9039477
April,285,38539.57,3438.630833,3,59,13,526.62,40.12095141,81.09418711,490.0856171
May,285,38539.57,3438.630833,3,59,16,526.62,35.45774286,303.0276653,298.1521389
June,285,38539.57,3438.630833,3,59,16,526.62,37.79778327,381.4716401,229.7081641
January,286,48411.24,4306.27,3,59,,821.27,31.97170242,167.273391,431.1321379
February,286,48411.24,4306.27,3,59,,821.27,38.88271127,57.00582377,531.3997051
March,286,48411.24,4306.27,3,28,18,821.27,34.66055202,56.99305698,541.4124719
April,286,48411.24,4306.27,3,30,18,821.27,32.37493076,152.9237598,445.4817691
May,286,48411.24,4306.27,3,29,18,821.27,39.82697124,179.7661872,418.6393417
June,286,48411.24,4306.27,3,28,18,821.27,31.8308255,0,148.8596481
January,287,47275.96,4238.663333,4,28,18,302.1,32.40579414,75.56461377,476.3728424
February,287,47275.96,4238.663333,4,25,21,302.1,34.88354091,469.732373,122.2050832
March,287,47275.96,4238.663333,4,28,,302.1,30.4054129,74.36499752,487.5724586
April,287,47275.96,4238.663333,4,28,,302.1,30.20330333,52.30567881,489.6317773
May,287,47275.96,4238.663333,4,21,13,302.1,39.83414802,10000,292.9082294
June,287,47275.96,4238.663333,4,19,13,302.1,24.42710438,96.07291031,445.8645458
January,288,30232.28,2342.356667,4,19,11,1483.59,25.7442157,0,308.192603
February,288,30232.28,2342.356667,4,19,13,1483.59,24.71093038,80.5435778,305.2226348
March,288,30232.28,2342.356667,4,19,10,1483.59,24.34439331,32.84142071,342.9247919
April,288,30232.28,2342.356667,4,19,10,1483.59,27.47298422,134.767797,290.9984156
May,288,30232.28,2342.356667,4,19,,1483.59,35.91089356,119.3413868,286.4248258
June,288,30232.28,2342.356667,4,20,,1483.59,28.78391817,203.7837495,221.9824631
January,289,33314.96,2955.246667,18,9,5,3271.84,34.20617681,184.6666856,302.6648912
February,289,33314.96,2955.246667,18,12,5,3271.84,31.33007825,91.24228771,366.0892891
March,289,33314.96,2955.246667,18,7,5,3271.84,25.87367382,10000,212.4776154
April,289,33314.96,2955.246667,18,8,5,3271.84,36.11551748,258.9981629,228.3334139
May,289,33314.96,2955.246667,18,7,5,3271.84,37.33982135,390.3183914,97.01318539
June,289,33314.96,2955.246667,18,6,8,3271.84,39.18038583,69.07804175,368.253535
January,290,7599.035,898.2529167,27,7,,2198.82,24.42928971,98.81828233,251.6114873
February,290,7599.035,898.2529167,27,7,,2198.82,33.44497849,35.8438101,304.5859595
March,290,7599.035,898.2529167,27,36,24,2198.82,35.91863008,25.62301659,314.806753
April,290,7599.035,898.2529167,27,36,24,2198.82,31.54533316,109.9266911,240.5030786
May,290,7599.035,898.2529167,27,36,24,2198.82,24.92937452,120.018727,230.4110426
June,290,7599.035,898.2529167,27,36,24,2198.82,34.06409856,16.2907539,294.1390157
January,291,97640.4,8034.7,6,36,21,80.5,37.11345666,727.9822228,95.68184031
February,291,97640.4,8034.7,6,36,23,80.5,39.28646441,173.4952741,610.168789
March,291,97640.4,8034.7,6,36,,80.5,40.50296066,171.9704541,611.6936091
April,291,97640.4,8034.7,6,33,,80.5,28.76961204,141.8642813,651.7997819
May,291,97640.4,8034.7,6,15,9,80.5,32.79002094,223.6558851,570.008178
June,291,97640.4,8034.7,6,19,8,80.5,30.97145649,99.73933287,693.9247303
January,292,75881.16,6535.43,16,19,707,2321.23,32.08164606,94.59513166,576.5631508
February,292,75881.16,6535.43,16,19,9,2321.23,30.73000587,333.4966539,367.6616286
March,292,75881.16,6535.43,16,23,0,2321.23,34.23130426,128.1096506,533.0486318
April,292,75881.16,6535.43,16,24,9,2321.23,27.30701089,451.3351651,259.8231174
May,292,75881.16,6535.43,16,19,,2321.23,25.84011766,474.0644699,227.0938125
June,292,75881.16,6535.43,16,19,,2321.23,37.03194976,512.7324609,198.4258216
January,293,36490.98,2828.915,8,44,15,581.05,28.92477168,54.60230189,375.9376146
February,293,36490.98,2828.915,8,40,15,581.05,24.63901022,58.63332278,381.9065937
March,293,36490.98,2828.915,8,40,16,581.05,30.87646093,340.8374323,139.7024842
April,293,36490.98,2828.915,8,39,15,581.05,27.72370675,44.45868647,396.08123
May,293,36490.98,2828.915,8,40,13,581.05,25.17990331,50.74827411,389.7916424
June,293,36490.98,2828.915,8,40,15,581.05,31.72598972,130.0193046,320.5206119
January,294,30743.6,2557.966667,5,40,,401.53,37.06629091,38.01437647,437.357348
February,294,30743.6,2557.966667,5,40,,401.53,24.15575589,80.79006992,414.5816546
March,294,30743.6,2557.966667,5,18,25,401.53,24.87346005,174.6332528,320.7384717
April,294,30743.6,2557.966667,5,22,22,401.53,28.35545826,82.91104926,402.4606752
May,294,30743.6,2557.966667,5,18,22,401.53,25.96814116,56.11761972,419.2541048
June,294,30743.6,2557.966667,5,16,22,401.53,28.93201033,301.1361952,224.2355293
January,295,177150.4,14710.53333,6,18,22,429.86,41.35399191,296.504285,942.2705906
February,295,177150.4,14710.53333,6,23,20,429.86,37.49865221,0,
March,295,177150.4,14710.53333,6,18,,429.86,30.31822751,1299.584468,
April,295,177150.4,14710.53333,6,18,,429.86,40.53493432,220.1060734,1018.668802
May,295,177150.4,14710.53333,6,5,16,429.86,31.64492775,816.9023299,471.8725457
June,295,177150.4,14710.53333,6,5,13,429.86,34.02798747,606.3935648,642.3813108
January,296,110264,14710.53333,19,5,16,642.65,29.92644153,121.57314,676.7031265
