Month,ID,Delay-from-due-date,Num-of-Delayed-Payment,Outstanding-Debt,Credit-Utilization-Ratio,Annual-Income,Debt-to-Income Ratio,Amount-invested-monthly,Monthly-Balance,Default
June,347,9,8,190.04,26.8820526,42241.19,0%,334.9436777,245.0483565,1
January,348,14,8,70.82,26.52288661,31087.66,0%,33.05801212,485.5912272,1
February,348,9,9,70.82,34.1198758,31087.66,0%,97.7894616,500.4993389,1
March,348,9,8,70.82,29.46747188,31087.66,0%,104.4919935,503.1484476,1
April,348,14,0,70.82,30.38748376,31087.66,0%,107.5636269,255.3004951,0
May,348,9,0,70.82,26.63587033,31087.66,0%,253.1883183,179.3204394,0
June,348,9,0,70.82,23.07044209,31087.66,0%,72.75569131,346.5410447,0
January,349,33,26,53.73,34.40662869,132414.16,0%,86.92695747,262.1462491,1
February,349,33,25,53.73,29.015579,132414.16,0%,686.1816462,315.7719608,1
March,349,33,25,53.73,42.44061788,132414.16,0%,142.7001251,344.5919244,1
April,349,33,25,53.73,30.75909167,132414.16,0%,717.3115363,336.5680884,1
May,349,33,26,53.73,36.95450419,132414.16,0%,157.1511547,192.9277671,1
June,349,33,25,53.73,30.52275466,132414.16,0%,10000,335.0806738,1
January,350,34,0,1269.4,26.45381338,92794.04,1%,118.7900467,228.4331237,1
February,350,33,0,1269.4,27.99127225,92794.04,1%,918.9577755,383.0923539,1
March,350,10,23,1269.4,30.12612266,92794.04,1%,566.1081534,193.9716699,1
April,350,8,20,1269.4,36.894637,92794.04,1%,451.7440417,235.9726781,1
May,350,5,21,1269.4,43.09389444,92794.04,1%,190.2358538,176.547673,1
June,350,7,23,1269.4,33.80757263,92794.04,1%,282.3693969,253.128382,1
January,351,8,20,4879.41,32.66512309,82998.24,6%,411.4274637,231.405741,1
February,351,8,20,4879.41,39.46608335,82998.24,6%,689.1861354,148.4321573,1
March,351,8,0,4879.41,37.32479771,82998.24,6%,419.8152801,228.97529,0
April,351,3,0,4879.41,38.1934744,82998.24,6%,132.1382681,181.3534649,0
May,351,5,17,4879.41,22.44719524,82998.24,6%,385.9055833,502.4855239,1
June,351,10,17,4879.41,22.41168093,82998.24,6%,767.2581277,568.1438535,1
January,352,6,17,471.81,38.65753196,16582.83,3%,,564.6989024,1
February,352,6,17,471.81,30.21917815,16582.83,3%,146.4241192,507.7865582,1
March,352,1,16,471.81,36.49528923,16582.83,3%,60.2616497,326.5695733,1
April,352,6,17,471.81,23.91434191,16582.83,3%,44.93601303,492.2871972,1
May,352,6,0,471.81,26.69300966,16582.83,3%,75.24376225,578.8066613,0
June,352,6,0,471.81,27.764248,16582.83,3%,124.1843543,630.2600161,0
January,353,9,11,1177.43,35.83716316,31896.42,4%,154.4717305,278.669888,1
February,353,9,13,1177.43,25.82137719,31896.42,4%,53.82718457,348.999856,1
March,353,4,13,1177.43,28.16778495,31896.42,4%,118.2999472,276.2070205,1
April,353,9,13,1177.43,40.31578072,31896.42,4%,69.35079339,420.3866612,1
May,353,9,16,1177.43,28.55273248,31896.42,4%,130.5947333,350.2663013,1
June,353,9,13,1177.43,37.88903344,31896.42,4%,117.4738823,364.8102001,1
January,354,9,0,1158.55,27.6456154,34927,3%,115.0418943,156.2205762,0
February,354,9,0,1158.55,32.15550198,34927,3%,230.7965081,250.1658187,0
March,354,18,5,1158.55,31.38110648,34927,3%,60.50918455,321.5106802,0
April,354,23,4,1158.55,27.47095957,34927,3%,54.43583567,376.2167126,0
May,354,19,8,1158.55,36.44548517,34927,3%,76.97695113,461.9655873,1
June,354,19,5,1158.55,29.9555146,34927,3%,62.52269391,408.2902212,0
January,355,14,5,94.75,37.80152426,25020.07,0%,22.80310536,401.4717591,0
February,355,19,0,94.75,31.61892882,25020.07,0%,215.1999681,462.5213358,0
March,355,17,0,94.75,37.80198147,25020.07,0%,244.8230211,416.4276719,0
April,355,19,0,94.75,36.36290831,25020.07,0%,153.6146615,454.6695215,0
May,355,14,19,94.75,32.18448412,25020.07,0%,46.07277174,324.712211,1
June,355,14,19,94.75,30.49497301,25020.07,0%,93.95225411,334.816168,1
January,356,14,21,1777.73,36.5633131,82778.56,2%,201.3549911,315.3699955,1
February,356,12,0,1777.73,27.46036101,82778.56,2%,164.1969527,316.0208645,0
March,356,14,21,1777.73,34.26604358,82778.56,2%,76.80930253,316.0947206,1
April,356,16,22,1777.73,30.15473168,82778.56,2%,148.9248859,311.5906843,1
May,356,14,0,1777.73,40.69729415,82778.56,2%,88.64287504,250.4809231,0
June,356,14,0,1777.73,42.50253965,82778.56,2%,153.0103832,243.2833825,0
January,357,36,20,76.99,31.8869753,94052.22,0%,665.8545917,399.0665075,1
February,357,41,22,76.99,33.12986652,94052.22,0%,109.0260988,184.2930439,1
March,357,41,22,76.99,33.30375043,94052.22,0%,221.1489381,398.1130714,1
April,357,45,20,76.99,41.43018563,94052.22,0%,272.4853847,534.4912701,1
May,357,43,22,76.99,34.2699491,94052.22,0%,728.8317453,57.21784579,1
June,357,41,22,76.99,30.50484605,94052.22,0%,10000,509.9656211,1
January,358,37,0,1696.82,38.06822668,16355.71,10%,49.03250389,1.227628399,1
February,358,41,0,1696.82,34.6275954,16355.71,10%,38.38113533,499.7643252,1
March,358,21,18,1696.82,38.03867991,16355.71,10%,67.87707164,256.8552336,1
April,358,21,17,1696.82,29.21436023,16355.71,10%,44.87421099,400.4123456,1
May,358,21,18,1696.82,35.15911161,16355.71,10%,94.83763361,275.9720402,1
June,358,21,21,1696.82,24.81769827,16355.71,10%,67.26141194,291.4668997,1
January,359,21,18,3154.07,32.65622217,15119.56,21%,106.619669,414.7139339,1
February,359,21,15,3154.07,33.63241558,15119.56,21%,47.94400601,388.2740554,1
March,359,21,0,3154.07,35.6711718,15119.56,21%,19.79193717,87.27790908,0
April,359,22,0,3154.07,41.27894307,15119.56,21%,66.1758974,0,0
May,359,6,9,3154.07,34.81167376,15119.56,21%,140.2378952,434.2545795,1
June,359,6,9,3154.07,35.00079072,15119.56,21%,16.11466977,414.1052075,1
January,360,6,10,4145.87,33.80774323,20639.79,20%,192.4273953,421.9419279,1
February,360,1,9,4145.87,27.87095643,20639.79,20%,123.7406877,390.2865696,1
March,360,6,11,4145.87,31.95053714,20639.79,20%,42.74836523,250.9066502,1
April,360,6,9,4145.87,33.20119879,20639.79,20%,143.4552994,396.4049213,1
May,360,6,0,4145.87,28.24845553,20639.79,20%,71.01008392,409.0405197,0
June,360,4,0,4145.87,37.14017334,20639.79,20%,141.8018491,408.1961175,0
January,361,1,2,2031.89,29.29207666,18472.71,11%,46.94486958,302.7289496,0
February,361,-3,2,2031.89,39.42984302,18472.71,11%,80.56595452,441.6348605,0
March,361,1,1,2031.89,31.90778505,18472.71,11%,50.25222604,365.700374,0
April,361,1,2,2031.89,29.33078605,18472.71,11%,125.9240717,350.8052718,0
May,361,1,2,2031.89,32.94441128,18472.71,11%,85.59247977,274.609374,0
June,361,1,2,2031.89,27.21278778,18472.71,11%,37.27114183,410.6802631,0
January,362,1,0,511.85,32.28408282,42731.27,1%,,413.2414065,0
February,362,1,0,511.85,31.35928301,42731.27,1%,41.79900934,374.3087324,0
March,362,59,27,511.85,27.75306162,42731.27,1%,,275.0642254,1
April,362,60,25,511.85,30.29250097,42731.27,1%,305.8498656,190.2335475,1
May,362,59,25,511.85,26.11934907,42731.27,1%,137.1226529,233.8224809,1
June,362,59,25,511.85,31.14373729,42731.27,1%,148.1317097,186.0255779,1
January,363,65,25,4659.6,38.22880588,82700.32,6%,308.6420449,213.5810648,1
February,363,65,25,4659.6,37.16070768,82700.32,6%,65.88851788,208.4810059,1
March,363,60,0,4659.6,25.57005292,82700.32,6%,331.480753,174.0641913,1
April,363,60,0,4659.6,25.73056941,82700.32,6%,98.01062881,163.9063377,1
May,363,57,11,4659.6,29.30906723,82700.32,6%,114.8830865,255.1055573,1
June,363,55,11,4659.6,36.04882242,82700.32,6%,137.1598661,236.3788211,1
January,364,55,0,685.74,27.670114,11968.51,6%,36.67950532,282.6238748,1
February,364,50,14,685.74,34.78791128,11968.51,6%,109.0623032,290.9127027,1
March,364,55,0,685.74,33.66808098,11968.51,6%,37.44229654,258.7044586,1
April,364,55,11,685.74,29.55612924,11968.51,6%,145.3363288,265.0485298,1
May,364,55,0,685.74,33.51214674,11968.51,6%,98.12667964,286.0898098,1
June,364,55,0,685.74,31.34980858,11968.51,6%,135.9767631,284.5355431,1
January,365,2,7,1343.67,40.42088047,33386.25,4%,,494.2240194,1
February,365,-3,8,1343.67,28.44974783,33386.25,4%,195.3773624,359.2348265,1
March,365,2,8,1343.67,26.63038774,33386.25,4%,324.8507346,228.2639489,1
April,365,2,9,1343.67,30.77959265,33386.25,4%,48.68114386,332.6999797,1
May,365,3,8,1343.67,36.71501257,33386.25,4%,58.05282439,258.1296275,1
June,365,0,8,1343.67,35.4335059,33386.25,4%,86.04251272,459.691975,1
January,366,2,0,1330.8,33.47077659,67614.24,2%,191.5452951,346.669837,0
February,366,1,0,1330.8,39.55175942,67614.24,2%,58.11685365,353.6929087,0
March,366,16,8,1330.8,28.99010303,67614.24,2%,129.8008963,312.3559208,1
April,366,16,8,1330.8,32.2223366,67614.24,2%,294.0496274,310.0240848,1
May,366,16,8,1330.8,26.0635385,67614.24,2%,10000,313.4636553,1
June,366,16,8,1330.8,30.55545363,67614.24,2%,448.4074771,413.1019709,1
January,367,16,7,461.16,45.69697529,174304.04,0%,411.4090543,433.6715874,1
February,367,16,8,461.16,26.3151489,174304.04,0%,908.9426597,435.7549806,1
March,367,16,0,461.16,32.15152164,174304.04,0%,,395.3651848,0
April,367,16,0,461.16,34.52840401,174304.04,0%,924.5006617,196.0359619,0
May,367,8,8,461.16,43.60998835,174304.04,0%,457.5456431,660.1023414,1
June,367,3,8,461.16,43.12342138,174304.04,0%,150.8701341,585.9696037,1
January,368,5,8,651.38,24.97691209,68742.75,1%,594.119779,546.0550817,1
February,368,8,8,651.38,26.3841002,68742.75,1%,298.4283348,457.5736994,1
March,368,8,11,651.38,26.74042361,68742.75,1%,,621.4625871,1
April,368,8,8,651.38,31.80790041,68742.75,1%,102.3860761,630.0704001,1
May,368,8,0,651.38,37.43315036,68742.75,1%,160.351673,697.1546335,0
June,368,8,0,651.38,36.00077993,68742.75,1%,272.1071575,540.4039881,0
January,369,14,17,1124.16,34.32953017,15932.725,7%,62.59804405,983.7086822,1
February,369,14,17,1124.16,39.9506353,15932.725,7%,30.40156329,869.3568506,1
March,369,14,17,1124.16,38.79232586,15932.725,7%,114.3254025,208.3010158,1
April,369,14,17,1124.16,39.17412496,15932.725,7%,15.6311459,960.0763705,1
May,369,14,18,1124.16,27.65483493,15932.725,7%,30.96125517,791.6512953,1
June,369,12,17,1124.16,35.4084138,15932.725,7%,10000,722.9616071,1
January,370,14,0,2019.51,39.94061525,55583.67,4%,148.4988981,215.3316384,0
February,370,14,0,2019.51,27.4269899,55583.67,4%,130.304986,654.1943488,0
March,370,3,5,2019.51,28.01246095,55583.67,4%,258.0544123,433.4766062,0
April,370,8,6,2019.51,34.13824026,55583.67,4%,,286.794869,1
May,370,8,0,2019.51,23.76400718,55583.67,4%,394.5478462,367.2755468,0
June,370,3,3,2019.51,36.21344473,55583.67,4%,,376.0323897,0
January,371,8,8,51.39,37.50992953,72252.36,0%,580.0378686,323.8908874,1
February,371,8,5,51.39,28.6399751,72252.36,0%,90.77576851,384.2184563,0
March,371,3,0,51.39,26.34579075,72252.36,0%,124.4990063,363.7444651,0
April,371,8,0,51.39,27.74624012,72252.36,0%,46.31600978,185.4675456,0
May,371,12,-1,51.39,37.35689095,72252.36,0%,249.6274608,1052.316725,0
June,371,12,1,51.39,35.18634728,72252.36,0%,334.5985912,693.3670589,0
January,372,12,0,516.76,26.31384489,30399.06,2%,171.6617411,826.441373,0
February,372,12,0,516.76,37.71148,30399.06,2%,10000,336.4416059,0
March,372,8,0,516.76,36.87001366,30399.06,2%,153.0156991,1071.972849,0
April,372,9,2,516.76,25.98811276,30399.06,2%,143.0942779,1176.400285,0
May,372,12,0,516.76,24.81209137,30399.06,2%,120.5602597,938.2019893,0
June,372,12,0,516.76,27.05790876,30399.06,2%,52.75492104,539.9273599,0
January,373,25,20,2758.61,36.0250722,8365.075,33%,19.51340238,229.4778021,1
February,373,25,22,2758.61,26.91872166,8365.075,33%,42.75914404,174.8845056,1
March,373,25,20,2758.61,25.9507661,8365.075,33%,76.98085135,160.8689002,1
April,373,25,20,2758.61,32.25671634,8365.075,33%,55.57627661,199.8773098,1
May,373,25,20,2758.61,33.19469964,8365.075,33%,48.85033329,198.7151616,1
June,373,24,21,2758.61,25.91028633,8365.075,33%,95.00717972,120.0000506,1
January,374,24,0,933.84,33.24614847,133410.66,1%,,236.9476556,0
February,374,27,0,933.84,43.54308077,133410.66,1%,190.1812102,242.9041727,0
March,374,46,11,933.84,30.86749727,133410.66,1%,10000,315.6995752,1
April,374,46,12,933.84,43.41734758,133410.66,1%,147.8499442,328.11511,1
May,374,46,11,933.84,43.52791792,133410.66,1%,,330.6517732,1
June,374,46,9,933.84,38.28849615,133410.66,1%,298.5142111,283.0411103,1
January,375,49,14,1297.12,32.05801381,19167.04,7%,132.9557607,297.7931774,1
February,375,46,11,1297.12,31.77120746,19167.04,7%,111.484906,353.5211359,1
March,375,41,0,1297.12,30.97203915,19167.04,7%,,273.5231084,1
April,375,46,0,1297.12,26.86735083,19167.04,7%,133.7620303,322.2864238,1
May,375,18,22,1297.12,39.31634346,19167.04,7%,149.3106987,0,1
June,375,18,22,1297.12,33.7285291,19167.04,7%,45.72732662,371.3385246,1
,,,,,,,,,151.1297727,
,,,,,,,,,313.0024752,
,,,,,,,,,386.4135092,
,,,,,,,,,174.5272311,
,,,,,,,,,14.0301294,
,,,,,,,,,382.6475068,
,,,,,,,,,145.8182474,
,,,,,,,,,155.0988253,
,,,,,,,,,197.3522932,
,,,,,,,,,228.6913044,
,,,,,,,,,243.1860301,
,,,,,,,,,111.2062768,
,,,,,,,,,114.4688114,
,,,,,,,,,225.369594,
,,,,,,,,,317.5417948,
,,,,,,,,,308.3123259,
,,,,,,,,,291.6384413,
,,,,,,,,,273.019047,
,,,,,,,,,253.1375967,
,,,,,,,,,253.97409,
,,,,,,,,,282.9646142,
,,,,,,,,,280.6053529,
,,,,,,,,,324.1614552,
,,,,,,,,,325.8977333,
,,,,,,,,,367.9039477,
,,,,,,,,,490.0856171,
,,,,,,,,,298.1521389,
,,,,,,,,,229.7081641,
,,,,,,,,,451.5099565,
,,,,,,,,,451.5341933,
,,,,,,,,,431.1321379,
,,,,,,,,,531.3997051,
,,,,,,,,,541.4124719,
,,,,,,,,,445.4817691,
,,,,,,,,,418.6393417,
,,,,,,,,,148.8596481,
,,,,,,,,,548.2718064,
,,,,,,,,,301.8963381,
,,,,,,,,,476.3728424,
,,,,,,,,,122.2050832,
,,,,,,,,,487.5724586,
,,,,,,,,,489.6317773,
,,,,,,,,,292.9082294,
,,,,,,,,,445.8645458,
,,,,,,,,,464.6613338,
,,,,,,,,,471.3693537,
,,,,,,,,,308.192603,
,,,,,,,,,305.2226348,
,,,,,,,,,342.9247919,
,,,,,,,,,290.9984156,
,,,,,,,,,286.4248258,
,,,,,,,,,221.9824631,
,,,,,,,,,276.6456064,
,,,,,,,,,138.1197809,
,,,,,,,,,302.6648912,
,,,,,,,,,366.0892891,
,,,,,,,,,212.4776154,
,,,,,,,,,228.3334139,
,,,,,,,,,97.01318539,
,,,,,,,,,368.253535,
,,,,,,,,,399.3503434,
,,,,,,,,,354.3406347,
,,,,,,,,,251.6114873,
,,,,,,,,,304.5859595,
,,,,,,,,,314.806753,
,,,,,,,,,240.5030786,
,,,,,,,,,230.4110426,
,,,,,,,,,294.1390157,
,,,,,,,,,296.9929054,
,,,,,,,,,262.4355884,
,,,,,,,,,95.68184031,
,,,,,,,,,610.168789,
,,,,,,,,,611.6936091,
,,,,,,,,,651.7997819,
,,,,,,,,,570.008178,
,,,,,,,,,693.9247303,
,,,,,,,,,599.7287426,
,,,,,,,,,467.1765504,
,,,,,,,,,576.5631508,
,,,,,,,,,367.6616286,
,,,,,,,,,533.0486318,
,,,,,,,,,259.8231174,
,,,,,,,,,227.0938125,
,,,,,,,,,198.4258216,
,,,,,,,,,439.1418379,
,,,,,,,,,191.2614002,
,,,,,,,,,375.9376146,
,,,,,,,,,381.9065937,
,,,,,,,,,139.7024842,
,,,,,,,,,396.08123,
,,,,,,,,,389.7916424,
,,,,,,,,,320.5206119,
,,,,,,,,,272.0767842,
,,,,,,,,,387.6491458,
,,,,,,,,,437.357348,
,,,,,,,,,414.5816546,
,,,,,,,,,320.7384717,
,,,,,,,,,402.4606752,
,,,,,,,,,419.2541048,
,,,,,,,,,224.2355293,
,,,,,,,,,449.4382702,
,,,,,,,,,421.6835069,
,,,,,,,,,942.2705906,
,,,,,,,,,0,
,,,,,,,,,0,
,,,,,,,,,1018.668802,
,,,,,,,,,471.8725457,
,,,,,,,,,642.3813108,
,,,,,,,,,0,
,,,,,,,,,1082.382075,
,,,,,,,,,676.7031265,
,,,,,,,,,414.4336655,
,,,,,,,,,307.4248023,
,,,,,,,,,650.9440645,
,,,,,,,,,350.3559758,
,,,,,,,,,158.386456,
,,,,,,,,,718.8165259,
,,,,,,,,,370.9140552,
,,,,,,,,,216.5773472,
,,,,,,,,,369.2968749,
,,,,,,,,,288.2236119,
,,,,,,,,,223.1606946,
,,,,,,,,,274.0838556,
,,,,,,,,,361.6980389,
,,,,,,,,,283.4650606,
,,,,,,,,,359.2306035,
,,,,,,,,,0.908145844,
,,,,,,,,,287.4128682,
,,,,,,,,,1114.890922,
,,,,,,,,,1188.894505,
,,,,,,,,,1001.749226,
,,,,,,,,,666.4316339,
,,,,,,,,,1033.173395,
,,,,,,,,,0,
,,,,,,,,,235.4282349,
,,,,,,,,,433.4141716,
,,,,,,,,,573.4576169,
,,,,,,,,,560.68777,
,,,,,,,,,563.6384449,
,,,,,,,,,495.5625,
,,,,,,,,,582.6655546,
,,,,,,,,,510.3418935,
,,,,,,,,,209.4025731,
,,,,,,,,,317.2052304,
,,,,,,,,,300.8054684,
,,,,,,,,,278.4495815,
,,,,,,,,,294.1081082,
,,,,,,,,,304.5554543,
,,,,,,,,,238.2587481,
,,,,,,,,,283.9897658,
,,,,,,,,,436.1435189,
,,,,,,,,,562.9141658,
,,,,,,,,,910.7841764,
,,,,,,,,,884.2136583,
,,,,,,,,,803.8883969,
,,,,,,,,,610.3305747,
,,,,,,,,,808.3087251,
,,,,,,,,,671.8993863,
,,,,,,,,,846.8766195,
,,,,,,,,,897.7089303,
,,,,,,,,,797.539947,
,,,,,,,,,426.9909687,
,,,,,,,,,717.802272,
,,,,,,,,,533.1078861,
,,,,,,,,,835.0066903,
,,,,,,,,,855.4053631,
,,,,,,,,,327.1006707,
,,,,,,,,,391.7191049,
,,,,,,,,,195.9407533,
,,,,,,,,,352.9486096,
,,,,,,,,,465.5938384,
,,,,,,,,,154.2247342,
,,,,,,,,,492.3132929,
,,,,,,,,,478.5949932,
,,,,,,,,,314.5768861,
,,,,,,,,,174.3434014,
,,,,,,,,,663.8219601,
,,,,,,,,,331.3687451,
,,,,,,,,,604.1404247,
,,,,,,,,,213.715059,
,,,,,,,,,385.7513995,
,,,,,,,,,262.2267803,
,,,,,,,,,493.3689687,
,,,,,,,,,479.0111969,
,,,,,,,,,0,
,,,,,,,,,98.07837174,
,,,,,,,,,263.7883286,
,,,,,,,,,169.7996354,
,,,,,,,,,390.5967034,
,,,,,,,,,448.6185493,
,,,,,,,,,3.512807587,
,,,,,,,,,225.5853114,
,,,,,,,,,211.9745541,
,,,,,,,,,340.7890567,
,,,,,,,,,253.3965917,
,,,,,,,,,259.6907868,
,,,,,,,,,338.0637158,
,,,,,,,,,326.5749064,
,,,,,,,,,446.4563437,
,,,,,,,,,429.6077099,
,,,,,,,,,95.63665782,
,,,,,,,,,420.8719768,
,,,,,,,,,321.199407,
,,,,,,,,,334.8593526,
,,,,,,,,,406.8569022,
,,,,,,,,,345.9639848,
,,,,,,,,,335.7402473,
,,,,,,,,,186.3521003,
,,,,,,,,,347.7297317,
,,,,,,,,,258.1306176,
,,,,,,,,,204.6459415,
,,,,,,,,,208.6146586,
,,,,,,,,,236.107501,
,,,,,,,,,255.3910486,
,,,,,,,,,309.8095381,
,,,,,,,,,322.3440628,
,,,,,,,,,301.8503167,
,,,,,,,,,271.8899828,
,,,,,,,,,290.8488285,
,,,,,,,,,271.7189587,
,,,,,,,,,300.3540038,
,,,,,,,,,320.4799015,
,,,,,,,,,263.3160242,
,,,,,,,,,160.2203346,
,,,,,,,,,212.6793016,
,,,,,,,,,244.2338392,
,,,,,,,,,242.1252953,
,,,,,,,,,277.4233671,
,,,,,,,,,237.5203958,
,,,,,,,,,287.9321334,
,,,,,,,,,265.3758638,
,,,,,,,,,509.7398056,
,,,,,,,,,594.5340735,
,,,,,,,,,571.4636515,
,,,,,,,,,349.7271346,
,,,,,,,,,454.3017589,
,,,,,,,,,554.7107025,
,,,,,,,,,549.3941955,
,,,,,,,,,338.8582604,
,,,,,,,,,284.8232874,
,,,,,,,,,307.2962081,
,,,,,,,,,297.5596777,
,,,,,,,,,252.3975221,
,,,,,,,,,317.1622445,
,,,,,,,,,214.7173465,
,,,,,,,,,325.0448868,
,,,,,,,,,576.8307456,
,,,,,,,,,635.9621266,
,,,,,,,,,474.3215845,
,,,,,,,,,337.6810925,
,,,,,,,,,398.8138621,
,,,,,,,,,142.1227794,
,,,,,,,,,597.7721773,
,,,,,,,,,631.4163453,
,,,,,,,,,308.7698626,
,,,,,,,,,250.6535995,
,,,,,,,,,236.702012,
,,,,,,,,,283.5402211,
,,,,,,,,,267.8529144,
,,,,,,,,,250.4592858,
,,,,,,,,,266.5804487,
,,,,,,,,,225.6298412,
,,,,,,,,,495.1370181,
,,,,,,,,,389.4009503,
,,,,,,,,,364.3828943,
,,,,,,,,,466.4893657,
,,,,,,,,,468.8267141,
,,,,,,,,,526.943637,
,,,,,,,,,493.9925727,
,,,,,,,,,472.2431749,
,,,,,,,,,289.5878614,
,,,,,,,,,362.7206996,
,,,,,,,,,492.8741035,
,,,,,,,,,27.73692894,
,,,,,,,,,292.8481046,
,,,,,,,,,149.9906632,
,,,,,,,,,181.9103348,
,,,,,,,,,450.4249447,
,,,,,,,,,340.9847242,
,,,,,,,,,392.2362104,
,,,,,,,,,378.4381926,
,,,,,,,,,399.4824664,
,,,,,,,,,391.5825462,
,,,,,,,,,330.3708599,
,,,,,,,,,361.7819179,
,,,,,,,,,342.5912427,
,,,,,,,,,373.1148054,
,,,,,,,,,413.1957186,
,,,,,,,,,834.726965,
,,,,,,,,,527.3854257,
,,,,,,,,,867.2392934,
,,,,,,,,,870.3392748,
,,,,,,,,,507.7889959,
,,,,,,,,,952.8537241,
,,,,,,,,,1400.976936,
,,,,,,,,,1214.033407,
,,,,,,,,,1435.343616,
,,,,,,,,,1315.904482,
,,,,,,,,,1072.552925,
,,,,,,,,,975.5182045,
,,,,,,,,,425.3149136,
,,,,,,,,,1088.021166,
,,,,,,,,,900.1594334,
,,,,,,,,,976.3452876,
,,,,,,,,,921.0405951,
,,,,,,,,,916.8094796,
,,,,,,,,,1050.229843,
,,,,,,,,,1047.714202,
,,,,,,,,,1015.095314,
,,,,,,,,,773.5278023,
,,,,,,,,,338.3225064,
,,,,,,,,,274.9708199,
,,,,,,,,,234.3401401,
,,,,,,,,,340.463758,
,,,,,,,,,267.8085301,
,,,,,,,,,240.5812022,
,,,,,,,,,336.7202007,
,,,,,,,,,222.310543,
,,,,,,,,,399.66822,
,,,,,,,,,376.4907663,
,,,,,,,,,377.5424273,
,,,,,,,,,351.6218484,
,,,,,,,,,358.7900443,
,,,,,,,,,213.0538605,
,,,,,,,,,287.84014,
,,,,,,,,,205.0832365,
,,,,,,,,,525.5903611,
,,,,,,,,,539.6447358,
,,,,,,,,,577.3116071,
,,,,,,,,,526.9730806,
,,,,,,,,,271.6498035,
,,,,,,,,,378.4195079,
,,,,,,,,,533.3768712,
,,,,,,,,,276.125526,
,,,,,,,,,259.4156512,
,,,,,,,,,268.581784,
,,,,,,,,,258.3055797,
,,,,,,,,,268.0105883,
,,,,,,,,,277.3574516,
,,,,,,,,,265.5594757,
,,,,,,,,,232.0512463,
,,,,,,,,,264.0220509,
,,,,,,,,,886.2938642,
,,,,,,,,,150.3694199,
,,,,,,,,,161.4465826,
,,,,,,,,,996.322784,
,,,,,,,,,901.1883731,
,,,,,,,,,740.2401413,
,,,,,,,,,1055.122263,
,,,,,,,,,106.3374433,
,,,,,,,,,575.1838457,
,,,,,,,,,368.4515157,
,,,,,,,,,651.4524581,
,,,,,,,,,532.8750022,
,,,,,,,,,516.0013735,
,,,,,,,,,238.8529063,
,,,,,,,,,385.6749232,
,,,,,,,,,547.0031597,
,,,,,,,,,276.4873853,
,,,,,,,,,150.7336433,
,,,,,,,,,183.0204618,
,,,,,,,,,292.8727935,
,,,,,,,,,0,
,,,,,,,,,0,
,,,,,,,,,223.0670231,
,,,,,,,,,305.1341097,
,,,,,,,,,0,
,,,,,,,,,761.8086747,
,,,,,,,,,724.7405078,
,,,,,,,,,829.8620839,
,,,,,,,,,771.3344277,
,,,,,,,,,500.8262634,
,,,,,,,,,431.3853504,
,,,,,,,,,694.9608165,
,,,,,,,,,338.3240952,
,,,,,,,,,138.9406535,
,,,,,,,,,240.3382907,
,,,,,,,,,308.2985357,
,,,,,,,,,201.2312665,
,,,,,,,,,61.38328711,
,,,,,,,,,0,
,,,,,,,,,285.6470238,
,,,,,,,,,306.8000505,
,,,,,,,,,320.5729905,
,,,,,,,,,278.3735679,
,,,,,,,,,313.7055075,
,,,,,,,,,308.919177,
,,,,,,,,,268.0188452,
,,,,,,,,,244.8037011,
,,,,,,,,,264.7785032,
,,,,,,,,,255.1561363,
,,,,,,,,,187.2364804,
,,,,,,,,,176.509266,
,,,,,,,,,248.0052835,
,,,,,,,,,182.6732914,
,,,,,,,,,205.4812766,
,,,,,,,,,251.9865604,
,,,,,,,,,188.6805109,
,,,,,,,,,196.2759976,
,,,,,,,,,301.4317189,
,,,,,,,,,0,
,,,,,,,,,87.28171557,
,,,,,,,,,363.6384021,
,,,,,,,,,210.4598003,
,,,,,,,,,303.8670597,
,,,,,,,,,321.0683099,
,,,,,,,,,227.5341807,
,,,,,,,,,330.1923981,
,,,,,,,,,204.2502672,
,,,,,,,,,320.8893454,
,,,,,,,,,319.700394,
,,,,,,,,,304.9012119,
,,,,,,,,,295.4257296,
,,,,,,,,,292.2150562,
,,,,,,,,,260.4339722,
,,,,,,,,,317.101109,
,,,,,,,,,289.2886995,
,,,,,,,,,232.4558644,
,,,,,,,,,333.4204666,
,,,,,,,,,313.7364226,
,,,,,,,,,315.3674372,
,,,,,,,,,327.9653661,
,,,,,,,,,291.3115014,
,,,,,,,,,228.0669178,
,,,,,,,,,270.6896845,
,,,,,,,,,232.546387,
,,,,,,,,,222.76427,
,,,,,,,,,285.5364307,
,,,,,,,,,316.7005795,
,,,,,,,,,265.4562698,
,,,,,,,,,383.7326469,
,,,,,,,,,408.1701165,
,,,,,,,,,650.8677525,
,,,,,,,,,207.4432184,
,,,,,,,,,865.9810775,
,,,,,,,,,644.8773877,
,,,,,,,,,585.689871,
,,,,,,,,,889.5620464,
,,,,,,,,,259.0623706,
,,,,,,,,,306.6031886,
,,,,,,,,,306.7283516,
,,,,,,,,,305.7903075,
,,,,,,,,,316.555868,
,,,,,,,,,269.1300061,
,,,,,,,,,295.7769227,
,,,,,,,,,234.8128227,
,,,,,,,,,395.8555268,
,,,,,,,,,582.7345197,
,,,,,,,,,1109.502298,
,,,,,,,,,543.4455425,
,,,,,,,,,1105.503418,
,,,,,,,,,378.2651484,
